2014-01-03 09:30,18
2014-01-03 10:13,20
2014-01-03 12:19,34
2014-01-03 12:44,41
2014-01-03 13:09,43
2014-01-03 13:39,42
2014-01-03 14:05,37
2014-01-03 14:43,53
2014-01-03 15:07,77
2014-01-04 08:38,6
2014-01-04 09:22,19
2014-01-04 09:43,19
2014-01-04 10:09,27
2014-01-04 11:10,29
2014-01-04 11:31,43
2014-01-04 13:08,38
2014-01-04 14:12,54
2014-01-04 14:44,61
2014-01-04 15:04,76
2014-01-05 08:58,10
2014-01-05 09:32,15
2014-01-05 09:57,16
2014-01-05 10:29,20
2014-01-05 11:01,30
2014-01-05 11:30,40
2014-01-05 11:59,47
2014-01-05 12:27,41
2014-01-05 13:01,48
2014-01-05 13:33,44
2014-01-05 14:00,52
2014-01-05 14:31,56
2014-01-05 15:05,61
2014-01-05 15:34,58
2014-01-05 16:10,61
2014-01-05 17:17,40
2014-01-05 17:35,70
2014-01-05 18:47,65
2014-01-05 19:06,52
2014-01-05 19:33,50
2014-01-05 20:34,47
2014-01-05 21:42,40
2014-01-05 22:47,12
2014-01-06 06:57,39
2014-01-06 13:36,126
2014-01-06 14:33,123
2014-01-06 15:36,122
2014-01-06 16:33,158
2014-01-06 17:31,146
2014-01-06 18:11,135
2014-01-07 09:35,34
2014-01-07 10:06,35
2014-01-07 10:41,44
2014-01-07 11:38,54
2014-01-07 12:04,69
2014-01-07 12:37,83
2014-01-07 13:02,87
2014-01-07 13:40,93
2014-01-07 14:08,99
2014-01-07 14:36,116
2014-01-07 15:00,122
2014-01-07 15:44,183
2014-01-08 06:36,14
2014-01-08 07:38,47
2014-01-08 08:12,52
2014-01-08 08:41,47
2014-01-08 09:07,61
2014-01-08 09:37,71
2014-01-08 10:07,82
2014-01-08 10:40,87
2014-01-08 11:09,99
2014-01-08 11:36,94
2014-01-08 12:07,112
2014-01-08 12:32,153
2014-01-08 13:07,154
2014-01-08 13:34,116
2014-01-08 14:07,110
2014-01-08 14:38,118
2014-01-08 15:05,145
2014-01-08 15:30,166
2014-01-08 16:05,189
2014-01-08 16:32,179
2014-01-08 17:33,179
2014-01-08 18:01,156
2014-01-08 18:34,136
2014-01-08 19:05,104
2014-01-08 19:34,91
2014-01-08 20:03,88
2014-01-08 20:34,82
2014-01-08 21:36,87
2014-01-08 22:14,72
2014-01-09 06:29,12
2014-01-09 07:24,55
2014-01-09 08:06,31
2014-01-09 08:48,44
2014-01-09 13:14,100
2014-01-09 14:34,110
2014-01-09 15:07,100
2014-01-09 15:33,102
2014-01-09 16:03,142
2014-01-09 16:32,153
2014-01-09 17:05,200
2014-01-09 17:35,123
2014-01-09 18:02,117
2014-01-09 18:32,129
2014-01-09 18:58,126
2014-01-09 19:31,93
2014-01-09 20:04,84
2014-01-09 21:14,61
2014-01-09 21:33,74
2014-01-09 22:05,72
2014-01-09 22:33,74
2014-01-10 07:02,24
2014-01-10 07:27,37
2014-01-10 08:06,32
2014-01-10 08:38,37
2014-01-10 09:13,43
2014-01-10 09:45,39
2014-01-10 10:18,48
2014-01-10 10:37,62
2014-01-10 12:03,106
2014-01-10 14:38,151
2014-01-10 15:10,176
2014-01-10 15:34,155
2014-01-10 16:35,124
2014-01-10 17:07,109
2014-01-10 17:45,125
2014-01-10 18:33,79
2014-01-10 19:05,76
2014-01-10 20:03,66
2014-01-10 20:34,77
2014-01-10 21:28,48
2014-01-11 08:32,22
2014-01-11 09:06,38
2014-01-11 09:38,50
2014-01-11 10:01,56
2014-01-11 10:42,62
2014-01-11 11:10,60
2014-01-11 11:37,71
2014-01-11 12:00,59
2014-01-11 12:47,74
2014-01-11 18:33,99
2014-01-11 19:03,74
2014-01-11 19:32,60
2014-01-11 20:07,50
2014-01-11 20:36,37
2014-01-12 08:33,8
2014-01-12 09:05,13
2014-01-12 09:33,14
2014-01-12 10:01,29
2014-01-12 10:31,40
2014-01-12 11:00,42
2014-01-12 11:31,56
2014-01-12 12:08,65
2014-01-12 13:07,64
2014-01-12 13:34,66
2014-01-12 14:00,54
2014-01-12 14:35,51
2014-01-12 15:11,68
2014-01-12 16:14,94
2014-01-12 16:42,99
2014-01-12 17:07,100
2014-01-12 18:35,83
2014-01-12 19:10,72
2014-01-12 19:35,86
2014-01-12 20:11,79
2014-01-12 20:44,81
2014-01-12 21:45,96
2014-01-12 22:38,46
2014-01-12 23:12,45
2014-01-13 06:32,25
2014-01-13 07:06,55
2014-01-13 07:29,65
2014-01-13 08:09,70
2014-01-13 09:03,67
2014-01-13 09:31,68
2014-01-13 10:02,87
2014-01-13 10:29,71
2014-01-13 11:00,102
2014-01-13 12:01,156
2014-01-13 12:39,147
2014-01-13 13:06,163
2014-01-13 13:31,141
2014-01-13 14:04,138
2014-01-13 15:08,131
2014-01-13 15:33,126
2014-01-13 16:03,144
2014-01-13 17:02,186
2014-01-13 17:32,197
2014-01-13 18:09,181
2014-01-13 19:16,165
2014-01-13 22:08,142
2014-01-13 23:09,94
2014-01-14 06:28,24
2014-01-14 07:04,44
2014-01-14 07:38,55
2014-01-14 08:03,58
2014-01-14 08:35,73
2014-01-14 09:05,100
2014-01-14 09:36,70
2014-01-14 10:03,99
2014-01-14 10:34,91
2014-01-14 11:03,106
2014-01-14 11:54,111
2014-01-14 12:06,134
2014-01-14 12:40,134
2014-01-14 13:04,113
2014-01-14 13:39,116
2014-01-14 14:50,112
2014-01-14 18:11,140
2014-01-14 18:35,150
2014-01-14 19:03,95
2014-01-14 19:39,117
2014-01-14 20:12,99
2014-01-14 20:34,97
2014-01-14 21:33,82
2014-01-14 22:18,77
2014-01-14 22:36,68
2014-01-14 23:04,55
2014-01-15 06:33,27
2014-01-15 06:57,50
2014-01-15 07:30,63
2014-01-15 07:57,50
2014-01-15 08:38,56
2014-01-15 09:08,60
2014-01-15 09:38,57
2014-01-15 10:05,72
2014-01-15 10:49,85
2014-01-15 11:37,107
2014-01-15 12:08,108
2014-01-15 13:10,122
2014-01-15 13:36,134
2014-01-15 14:15,118
2014-01-15 14:37,105
2014-01-15 15:00,131
2014-01-15 15:29,160
2014-01-15 16:05,146
2014-01-15 16:34,149
2014-01-15 17:01,141
2014-01-15 17:41,129
2014-01-15 18:13,116
2014-01-15 19:02,109
2014-01-15 20:17,119
2014-01-15 20:32,119
2014-01-15 22:59,102
2014-01-15 23:38,50
2014-01-16 06:39,20
2014-01-16 07:10,43
2014-01-16 07:36,42
2014-01-16 08:01,37
2014-01-16 10:07,66
2014-01-16 10:40,68
2014-01-16 11:35,96
2014-01-16 12:26,115
2014-01-16 13:26,103
2014-01-16 13:41,114
2014-01-16 14:06,102
2014-01-16 14:34,105
2014-01-16 15:02,134
2014-01-16 15:35,131
2014-01-16 16:06,121
2014-01-16 16:41,142
2014-01-16 17:05,137
2014-01-16 17:31,158
2014-01-16 18:14,149
2014-01-16 18:33,102
2014-01-16 19:01,90
2014-01-16 19:31,83
2014-01-16 20:07,95
2014-01-16 21:04,106
2014-01-16 22:10,83
2014-01-16 22:32,71
2014-01-16 23:05,62
2014-01-16 23:35,43
2014-01-17 07:01,37
2014-01-17 07:33,47
2014-01-17 08:37,55
2014-01-17 09:38,64
2014-01-17 10:08,61
2014-01-17 10:33,67
2014-01-17 11:01,85
2014-01-17 11:35,83
2014-01-17 11:59,133
2014-01-17 12:30,114
2014-01-17 12:58,103
2014-01-17 13:36,86
2014-01-17 14:10,117
2014-01-17 14:42,115
2014-01-17 15:41,106
2014-01-17 17:35,137
2014-01-17 18:11,143
2014-01-17 18:34,136
2014-01-17 19:05,125
2014-01-17 19:33,112
2014-01-17 20:03,93
2014-01-17 20:33,95
2014-01-17 21:00,72
2014-01-17 21:29,59
2014-01-18 09:50,31
2014-01-18 12:06,66
2014-01-18 12:41,73
2014-01-18 13:05,66
2014-01-18 13:40,71
2014-01-18 14:09,88
2014-01-18 14:41,72
2014-01-18 15:02,88
2014-01-18 16:06,78
2014-01-18 16:47,85
2014-01-18 16:58,81
2014-01-18 17:34,72
2014-01-18 19:11,43
2014-01-18 19:34,48
2014-01-18 20:18,45
2014-01-18 20:38,42
2014-01-18 21:15,66
2014-01-19 08:32,10
2014-01-19 09:02,16
2014-01-19 09:28,24
2014-01-19 10:01,31
2014-01-19 10:34,35
2014-01-19 11:01,46
2014-01-19 11:30,58
2014-01-19 12:05,55
2014-01-19 13:03,44
2014-01-19 13:36,49
2014-01-19 14:11,52
2014-01-19 14:40,57
2014-01-19 15:05,51
2014-01-19 15:37,51
2014-01-19 16:37,74
2014-01-19 17:43,77
2014-01-19 18:36,78
2014-01-19 19:04,71
2014-01-19 19:34,61
2014-01-19 20:03,67
2014-01-19 20:33,73
2014-01-19 21:34,56
2014-01-19 22:05,40
2014-01-19 22:34,38
2014-01-19 23:05,27
2014-01-19 23:32,19
2014-01-20 06:32,20
2014-01-20 07:02,39
2014-01-20 07:34,58
2014-01-20 08:09,59
2014-01-20 08:43,71
2014-01-20 09:08,85
2014-01-20 09:37,71
2014-01-20 10:08,80
2014-01-20 10:38,71
2014-01-20 11:05,82
2014-01-20 11:37,82
2014-01-20 12:02,122
2014-01-20 12:55,109
2014-01-20 13:02,122
2014-01-20 14:04,107
2014-01-20 15:04,133
2014-01-20 15:34,121
2014-01-20 16:01,143
2014-01-20 17:02,144
2014-01-20 17:33,153
2014-01-20 18:05,160
2014-01-20 19:15,134
2014-01-20 19:35,107
2014-01-20 20:06,104
2014-01-20 21:15,114
2014-01-20 21:33,102
2014-01-20 22:07,92
2014-01-20 23:08,103
2014-01-21 06:25,17
2014-01-21 07:17,51
2014-01-21 07:41,60
2014-01-21 07:56,60
2014-01-21 08:37,61
2014-01-21 08:58,51
2014-01-21 09:36,60
2014-01-21 10:06,70
2014-01-21 10:39,80
2014-01-21 11:34,110
2014-01-21 12:02,143
2014-01-21 12:34,147
2014-01-21 13:11,135
2014-01-21 13:41,125
2014-01-21 14:31,105
2014-01-21 17:06,170
2014-01-21 18:41,120
2014-01-21 19:14,122
2014-01-21 19:32,119
2014-01-21 19:59,104
2014-01-21 20:33,102
2014-01-21 21:28,180
2014-01-21 21:59,171
2014-01-21 22:34,137
2014-01-21 23:02,97
2014-01-21 23:30,76
2014-01-22 06:33,28
2014-01-22 07:02,50
2014-01-22 07:33,47
2014-01-22 08:01,45
2014-01-22 08:36,46
2014-01-22 09:07,69
2014-01-22 09:40,76
2014-01-22 10:10,85
2014-01-22 10:45,72
2014-01-22 11:07,87
